UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
42583,87535,"Utrecht, The Netherlands",12-04-2020,"@FemiOke A guy in my supermarket yesterday - gloves &amp; mask on - and on his phone at the same time! Doh. 

That video also reminds me of this from Scrubs - The Green Hand of Cross-contamination... 
https://t.co/G9ilSu0DpF #COVID19 #coronavirus",Positive
39879,84831,Wisconsin,09-04-2020,Looks like the #Coronavirus panic buy is over. My local Wal-Mart was well stocked with everything except hand sanitizer. Even managed to snag some clorox wipes!,Positive
32695,77647,?.??????,05-04-2020,"COVID-19, oil slump drove down March food prices: U.N. https://t.co/i2bxeeGvxH",Neutral
23840,68792,"Auckland, New Zealand",24-03-2020,"West Aucklanders before covid-19: Fucken trusts, we can't get booze at the supermarket, wtf.

West Aucklanders after covid-19: Well actually, I think you'll find that the licensing trust system has many merits, it benefits the community in many ways as I'll explain in my TED ta https://t.co/BC0oBsR3O3",Extremely Positive
32102,77054,,04-04-2020,@TJJONES2016 Our local supermarket has done exactly that. #Tesco Feels like herding cattle. But necessary. Infuriating if you forget something! #KeepYourDistance #SocialDistanacing #COVID2019 #Supermarkets #followthearrows,Extremely Negative
4539,49491,Hong Kong,17-03-2020,"Thailand has no tourists due to epidemic. Monkeys are hungry to hunt for food &amp; site. When monkey king arrested by police, monkeys had no head causing panic. Monkeys scattered to flee, intercept road &amp; situation wasnÂt optimistic. ThereÂs danger of losing control.

#coronavirus https://t.co/kas8NYVdT2",Extremely Negative
31802,76754,"USA, WI ",04-04-2020,Everyone should if able use the I was a manager of retail store to be able to keep your trained employees is VALUABLE It cost us over 2500 To hire and train ONE person,Positive
14714,59666,"New Delhi, Delhi",20-03-2020,Prices of Alcohols used in manufacturing hand sanitizers capped under the Essential Commodities Act #sanitizer #essential-commodities-act #coronavirus #covid-19 #deodorant https://t.co/ks3KQU0gYG,Positive
38171,83123,Canada,08-04-2020,I wonder how many Chinese government owned companies were able to buy major percentages of American companies at rock bottom prices due to their intentionally released  bioweapon.......covid-19.,Neutral
22164,67116,,23-03-2020,We also need to make sure of the hygiene of supplies that we are getting from grocery store and  other places #coronavirus,Positive
10687,55639,,19-03-2020,"""Late last month the FCC said it would be fining four major US carriers after they were caught selling access to consumer data to all manner of dubious middlemen.""

https://t.co/eALRmFWNXg",Negative
20701,65653,"Accra, Ghana",23-03-2020,to all these people You ve been in the frontlines From Health care workers with the greatest risk to the grocery store staff pharmacists Journalists delivery drivers taxi amp public transit drivers amp many more helping in this crisis,Positive
33097,78049,NYC,05-04-2020,Bill Gates: HereÂs how to make up for lost time on covid-19 - The Washington Post  ÂForcing 50 governors to compete for lifesaving equipment Â and hospitals to pay exorbitant prices for it Â only makes matters worse.Â https://t.co/1alVXCDrAy,Extremely Negative
35879,80831,Miami or Seattle,07-04-2020,Have you seen prices skyrocket on anything See any price gouging in WA Take a picture send it to the AG,Neutral
28797,73749,,29-03-2020,"Finally finished doctors orders 14 days of #Quarantinelife. So today I went for a walk, popped into the supermarket for some groceries (learned the #supermarketshuffle / #strictlycomeshopping  ?) and straight back home. #COVID19 #coronavirus #london #uk",Positive
14660,59612,"Bromley, London",20-03-2020,"No clue what IÂm meant to do because IÂm a year 13 student, work at a theatre casually and they canÂt afford to give me shifts for the next 12 weeks. I canÂt work in a supermarket because I am immune supressed, I need money and donÂt get sick pay :( #coronavirus #classof2020",Negative
7642,52594,,18-03-2020,"@AynRandPaulRyan Woah - wait....CNN has the world is ending, buy food, get toilet paper, we are all going to die. They spread mass hysteria. We have more people that have died from the flu so far this year than COVID-19. Spreading panic, causes more probl",Extremely Negative
18101,63053,"Bangkok,Thailand",21-03-2020,"???.???????????? - ?????? ?????? 22 ??.?. - 12 ??.?.63
??????????????????-??-?????
?????????? ?????? ÂCOVID-19Â
?????????????? Â&gt; https://t.co/0HBJiumWQs

#?????19 #Covid_19 #COVID19 #??????????? #?????????? #Springnews #??????????????????????????

https://t.co/eTlWgPBTcY",Positive
38460,83412,"New York, NY and Ottawa, Canada",08-04-2020,"@nspector4 That's quite an extrapolation from the conversation we were having. He seems to have said that we are in for a V-shaped recession, and as you asked I offered up evidence that a range of private sector forecasters are saying the same thing.",Negative
24336,69288,????? Hanuuru,25-03-2020,Genuine question why couldn t he make this announcement at 8 AM instead of 8 PM Would ve avoided panic visits to the grocery store no,Extremely Negative
17882,62834,,21-03-2020,"Considering current circumstances i must applaud Sandhar's Supermarket in #Dudley. 

Very reasonable price increase. 

....Support those who done their best to help you in difficult times...

#Covid_19 #coronavirus #coronavirus https://t.co/5mZMapFHu1",Extremely Positive
18244,63196,Brummie Up north,21-03-2020,Never thought being  in the supermarket would reduce me to tears #Covid_19,Negative
6714,51666,Los Angeles,18-03-2020,"Love seeing grocery store chains holding special exclusive  hours for people most ""at risk"" of #coronavirus ...  Older adults --and at some stores-- pregnant women and people with disabilites. @NBCLA put this list together for you https://t.co/nARXm1ZPCQ",Extremely Positive
7591,52543,731 Dovercourt Road. Toronto. ,18-03-2020,"Our COVID-19 update : I've decided against appointments to better social distance. 
Read on to hear more about how I am keeping online shopping at Gigi's safe!",Extremely Positive
11471,56423,"Yorkshire and The Humber, England",19-03-2020,"New gameshow idea: 'Supermarket Sweep+' 
Similar format but spread over four locations because nobody can find any f**king bread.
#coronavirus",Neutral
39110,84062,Neverwhere,09-04-2020,"Germans, beware, the Daily Wail writes that a single cough can spread you across 2 supermarket aisles! ??? #dailymail #germs #coronavirus https://t.co/fSLiiURbhU",Neutral
32773,77725,Bangalore,05-04-2020,"Satisfying to volunteer and help pack groceries  for the needy!  
The least we could do!???

P. S: 1. Not boasting. Hope it'll inspire someone to do it.
2. Removed mask for the picture. It was in a hygienic condition with sanitizer given every 30 minutes. #lockdown #coronavirus https://t.co/rYOgspamd7",Extremely Positive
5699,50651,"Woodstock, GA",17-03-2020,The retail store I work for has submitted a request to remain open with no restrictions. It must be great to be a CEO who can coddle at home and not be face to face with the general public and possibly catch COVID-19 and infect your father who would be killed by it.,Negative
34490,79442,India,06-04-2020,ÂTaste of PowerÂ cuts prices with 50% while donating 10% to COVID-19 charity relief fund! https://t.co/pLXNKmClo5 https://t.co/pn19tAi568,Positive
35664,80616,Hyderabad,07-04-2020,Gold prices today extended gains for 3rd consecutive day to touch a new lifetime high of Rs 44 880 per 10 gram in the Mumbai bullion market,Positive
21884,66836,The English countryside,23-03-2020,@JohnnyMercerUK @rentonMagaUK @piersmorgan Except for one small problem... supermarkets are no longer allowing any more registrations for online shopping or click &amp; collect. ThereÂs no choice but to go to the shop. The weak link to spread the virus i,Extremely Negative
18006,62958,London,21-03-2020,#Covid_19 An idea 2 stop hoarders at uk supermarkets -how about playing DawnÂs plea over the tannoy at every supermarket every 5 mins wld make people ashamed/change their behaviour? Also how about removing largest trolleys so every1 could only have 1 basket/what they can carry?,Negative
26748,71700,Bhubaneswar | Kolkata | Bihar ,25-03-2020,"Thank God we at #India Don't need #ToiletPaper 
?? ???? 
#ToiletPaperApocalypse #ToiletPaperPanic #toiletpapier #toiletpapercrisis #CoronavirusLockdown #coronavirus #OdishaFightsCorona #COVIDIOT",Positive
15459,60411,UK,20-03-2020,Scum of the earth !!!! https://t.co/uIULdaKyOq,Neutral
10295,55247,"Philadelphia, PA",19-03-2020,"If Trump sends a $1,000 relief check then I already have the gear I wanted in the online shopping cart LOL let me get a brand new piano, drums and buy up the studio block. HAHA!!!! #coronavirusmusician #coronavirus",Extremely Positive
17596,62548,,21-03-2020,"Âdoctors at Kings County Hospital Center say they are so low on supplies that they are reusing masks for up to a week, slathering them with hand sanitizer between shifts.Â Low income neighborhoods &amp; healthcare workers deserve better. #coronavirus https://t.co/NPlRRFJBzB",Positive
20580,65532,"New Delhi, India",22-03-2020,COVID-19: Government notifies prices of Masks &amp; Hand Sanitizers under Essential Commodities Act https://t.co/4wIi6ohqzK https://t.co/eLCNXLzUq3,Positive
22996,67948,,24-03-2020,Lets Talk About Coronavirus https://t.co/uj4jjiebF8 via @YouTube While were on #quarantine here's my take on the virus #covid19 #coronavirus #stayathome #toiletpaper,Neutral
43370,88322,"Federal Capital Territory, Nig",13-04-2020,The World Vs CoronaVirus The Solution Thread A look at all the nations of the world affected by Covid 19 One thing is common LOCKDOWN However the economic effect is damning fall in oil price increase in food prices Some developed Countries go as far as,Positive
42748,87700,"Missouri, USA",12-04-2020,"@realDonaldTrump So.

In addition to killing Americans with your slow, incompetent response to the covid 19 and destroying our economy, now you're bragging about our gasoline prices going back up.

Wow.

What a great president you are.

Ha",Negative
42572,87524,,12-04-2020,"@parrotheadat40 @KCStar Educate yourself:  Coronavirus lingers in air longer than previously thought, scientists warn | Science &amp; Tech News | Sky News:
https://t.co/Q77bMfON3k",Negative
12928,57880,"Berkeley, CA",20-03-2020,Police officers hand out rolls of toilet paper at a Sydney supermarket to try to calm shoppers who are panic buying during the epidemic,Positive
31437,76389,"Nashville, TN",03-04-2020,"I have my dogÂs food, which is a special diet, on auto ship. Instead of hoarding &amp; ordering more in the COVID-19 panic, I decided to trust my auto ship. Thanks, guys. Now my dog doesnÂt have food and I have to go out and buy replacement food.",Extremely Positive
25283,70235,"Utica, NY",25-03-2020,"In a consumer foodservice survey, cleanliness trumps taste. 
When asked what foods consumers want from restaurants during the COVID-19 crisis, 63% said they want pizza, that comfort food! ?So focus on popular menu items that are safe. #FoodSafety 
https://t.co/U9Na1URwrV",Extremely Positive
40681,85633,"Arlington, VA",10-04-2020,We re happy to rise to the occasion as food banks try to meet the demand that is having on communities,Positive
26712,71664,"Lucknow, India",25-03-2020,"#CoronaVirus.... Lucknow...In such circumstances,, the seller is selling similar daily used items of common man's needs at expensive prices... The.  UP.. government and the district administration should take strict steps ..
@CMOfficeUP 
#DistrictMagistrate_Lko",Neutral
9120,54072,,18-03-2020,"So this happened in my town. A reminder, once again, that this is not ÂWuhan VirusÂ or anything like that. ItÂs COVID-19/coronavirus. The virus is not an excuse for racial profiling either. There is no excuse for racial profiling. #coronavirus #COVID19 https://t.co/DcLEvI3Ira",Neutral
6676,51628,Ghana,18-03-2020,"Foreigner Dragged Out Of Supermarket After Refusing To Use Hand Sanitizer Yet Touching Items On  Shelves [Watch]

#CoronaVirusNigeria #FightCOVID19 #CoronaVirusUpdate #CoronaVirus #ghana #ajrnews #COVID19Ghana #covid19 #StopTheSpread https://t.co/C9oUEvJ1gr",Positive
20026,64978,Belgium,22-03-2020,NICE AND WARM Increases durability finishes slower virus free Treasure it cause you bought it at a high price,Extremely Positive
34564,79516,"California, USA",06-04-2020,Got out of the house before 8am to buy #toiletpaper at a hardware store. IÂve never felt so accomplished. Shoutout to @Charmin @Lowes for making this day possible. #coronaquarantine #coronavirus,Positive
12275,57227,usually somewhere in England,19-03-2020,"Everyone I've spoken to has said they are not stockpiling yet supermarket shelves are empty. I don't understand. ??????????

Unrelated side note: also where are people storing this food and how big are their fridges/freezers/houses? ??

#corona #covid19UK #coronavirus",Negative
6817,51769,,18-03-2020,Went to the grocery store and all the flour was gone Y all flour hoarders gonna be baking your own bread now  ,Neutral
36860,81812,Lancashire,07-04-2020,"Just a thought. But would it be possible to stop buying from China ??
And if so how as a country or an individual consumer would we do it ?
Please retweet. I would love opinions on this as I havenÂt a clue ? ?
#ChineseVirus #COVID19 #coronavirus",Extremely Positive
33562,78514,"Jackson, MI",05-04-2020,Victory garden. A cartoon by Rex A. Jones.#QuarantineDiaries #cartoon #COVID19 #ToiletPaperPanic #toiletpaper #ToiletPaperApocalypse #toiletpapercrisis #toiletpaperchallenge #toiletpapergate #Toilettenpapier #garden #gardens #gardening #coronavirus #toiletpapertube #humor #humour https://t.co/AxRoFfz4pF,Neutral
43077,88029,"Oxford, England",12-04-2020,"@phuddy74 @RichardBurgon Thick as shit. Really maybe thatÂs you ! And face masks do make a big difference. But of course you know Wear a mask.....

https://t.co/N0CJfM1XxS",Negative
23758,68710,United States,24-03-2020,On March 17 the Consumer Financial Protection Bureau ordered all employees   not just those in the most affected regions   to begin working from home given the rapid spread of COVID 19,Negative
44075,89027,USA,13-04-2020,"Months ago when TrumpÂs hyped up &amp; SWAT-equipped ICE stormtroopers were arresting migrants who WORK on our farms all day picking crops that feed our nation, I was worried about crops rotting in fieldsÂ&amp; food prices skyrocketing AND thatÂs happening, but because of COVID-19! TEST!",Negative
37676,82628,"Stockport, United Kingdom",08-04-2020,"As lockdown continues, our consumer research surveys find that health &amp; fitness move up the nationÂs priority list. So too have drinking patterns changed, with 24% buying alcohol online in the past 2 weeks. Download our latest report for more insights: https://t.co/oEYBuLtu6R",Positive
24878,69830,The Black Country,25-03-2020,".@sandwellcouncil Trading Standards are issuing a warning to residents about people being scammed and retailers hiking prices amid the coronavirus outbreak.

Read more ? https://t.co/CqlZvdMgSb https://t.co/tME6JLv8SB",Negative
7190,52142,"Peterborough, Ontario",18-03-2020,"If we are supposed to be self isolating, why is everyone in town at the grocery store? #coronavirus #COVID19",Neutral
21046,65998,"Earth City, MO",23-03-2020,"""Companies that help supply these everyday paper products are stunned and trying to adjust to this rapidly evolving new normal in consumer behavior."" Article via @kcranews #PaperIndustry #Coronavirus #COVID19 https://t.co/LTYiqa561I",Positive
15569,60521,Beckley/Princeton/Lewisburg,20-03-2020,"Toilet paper and food are not the only things flying off the shelves during the COVID-19 pandemic. Guns and ammo are also in high demand. 
 https://t.co/r1Y0ITtoNf",Negative
35192,80144,"ahmedabad,india",06-04-2020,People standing outside grocery store opp my place looks like slip Cordon in #Cricket #SocialDistancing #IndiaFightsCorona #Covid_19,Positive
7730,52682,New Account ,18-03-2020,"7 stocks that could profit from #coronavirus:

$MRNA Industry: Biotech 
$GILD Industry: Biotech
$CLX Industry: Consumer 
$COST Industry: Retail 
$LAKE Industry: Safety 
$ZM Industry: Technology
$RNG Industry: Technology",Extremely Positive
4485,49437,"Cairo, Egypt",17-03-2020,"There are systems in place that will ensure #Egypt doesn't run out of food
#Coronavirus #COVID_19
https://t.co/ZnYKfN5JdL",Positive
31004,75956,"Barcelona, Spain",03-04-2020,"The #ElectricityMarkets prices fell in March due to the #coronavirus crisis. The drop in demand due to the measures taken to contain the #COVID19 and the drop in #gas and #CO2 prices are the main causes of this decline.
#EnergyForecasting

https://t.co/BLlYupd7FX",Extremely Negative
13431,58383,Yoooorkshire,20-03-2020,This is awful to watch but a very important message we need to look after one another,Positive
21144,66096,"Jersey City, NJ",23-03-2020,"A welcome respite: Something took place in a @Walmart #toiletpaper aisle that had nothing to do with #coronavirus #Covid19usa #grocery 

https://t.co/Uzm7bdRNdE",Positive
25647,70599,,25-03-2020,"#CoronaVirus
Beware of Fraudulent Coronavirus Tests, Vaccines and Treatments https://t.co/7GsZAnyBN6",Negative
12964,57916,,20-03-2020,Definition of a Cu t People who stock pile food Celebs who are using Covid 19 as self promotion People not respecting elders Self isolate if possible People who stock pile food Just be a normal person Stop being a Cu t,Extremely Negative
37321,82273,over there.,08-04-2020,This story is so heartbreaking on CNN 27 year old African American woman who worked at a grocery store died of without masks and gloves Her mother sobbing with grief describes that the company gave her daughter s last check to her totaling 20,Extremely Negative
4735,49687,Naboo,17-03-2020,I can t believe I have to say this but on behalf of my best friend who is stuck in GameStop retail hell rn because her store is refusing to close IF YOU ARE IN QUARANTINE BECAUSE YOU HAVE BEEN EXPOSED TO COVID 19 DON T LEAVE YOUR HOME TO BUY VIDEO GAMES YOU SELFISH JACKASS,Extremely Negative
39049,84001,,08-04-2020,"FX Market Analysis

    Gold Prices May Stay High as 2008 Crisis Cure Bedevils Covid-19...
https://t.co/HYWaHFbvye",Extremely Negative
22950,67902,,24-03-2020,"Yesterday I tabled an Early Day Motion (EDM #318) and wrote to the Secretary of State for the Department for Business, Energy and Industrial Strategy to take action to address price hikes. #COVID19 https://t.co/7drEgnyiGZ",Positive
28514,73466,CA- from Mountains to the Sea,27-03-2020,Thank you to our farmers ranchers grocery store workers truck drivers amp everyone working hard to keep our families healthy and fed  ,Positive
14855,59807,India,20-03-2020,Breaking Union Minister of Consumer Affairs Food amp Public Distribution tweeted that retail prices of 200 ml bottle of hand sanitizer would not be more than Rs 100 while prices of 2 ply mask to be Rs 8 and that of 3 ply mask Rs 10 till June 30 2020,Positive
27837,72789,,26-03-2020,"The next time you feel 'tired' about being locked in the house, think about the medical professionals, grocery store workers, pharmacists, first responders, etc. who are showing up work every day.  They don't have the luxury of being tired. #coronavirus #Cuomo",Extremely Negative
38225,83177,,08-04-2020,"Heard on the Street: For the next several months, consumer-price index data wonÂt reflect the drastic change in consumption patterns, and wonÂt guide policy makers in the usual way https://t.co/cRRHzrtVQF via @WSJ #inflation #economy #FederalReserve #coronavirus",Extremely Positive
38121,83073,,08-04-2020,All states should follow this FREEZE that d mn rent The D C Council on Tuesday unanimously passed its second emergency COVID 19 relief bill a measure that establishes a rent freeze and more,Positive
40161,85113,London,09-04-2020,"Tesco tells people to visit stores to get food 

Supermarket giant unable to meet demand as more shoppers stay at home, despite the fact it has increased online grocery shopping capacity by more than 20%
#Coronavirus
https://t.co/wAEcTMIkOb",Positive
25046,69998,United Kingdom,25-03-2020,"A HUGE #CELEBFCFAMILY THANK YOU goes out to all #NHS staff, #Emergency services #Care &amp;  #supermarket workers along with everyone else risking their lives for us all.  
#StayHomeSaveLives #CoronavirusLockdown #coronavirus #staysafe https://t.co/GgWliptc1v",Extremely Positive
4533,49485,"England, United Kingdom ???",17-03-2020,"Relief,my monthly online food shop as arrived. Some items out of stock,including the toilet rolls, understandable due to current events.I'm very good at adapting so no problem and very grateful to @asda as a chronic illness person it means the world. #COVID2019 #QuarantineLife",Positive
27593,72545,Australia,26-03-2020,It s a once in a lifetime buying opportunities for markets such as Dow Jones and S amp P 500 according to Ariel Investments  chairman Noon prices 4 3 79 10 201 Get started,Positive
30714,75666,"Headquartered in Oslo, Norway",02-04-2020,"Global natural gas prices for 2020 expected even lower, set to feel COVID-19 symptoms for years.

Read our PR here &gt; https://t.co/6xWciKws03

#RystadEnergy #energy #oilandgas #gas #lng #naturalgas #corona #corona #coronavirus #covid #COVID19 https://t.co/GZ7sjftovi",Positive
21618,66570,USA,23-03-2020,"WeÂre continuing operations at our plants to support our customers experiencing increased consumer demand amid COVID-19 crisis. Read latest press release: https://t.co/CZ1FTM8lBv
#INXInk #INXNews https://t.co/YFQk472A2x",Negative
33321,78273,The 6ix,05-04-2020,So how is everyone finding grocery shopping the past few days in the GTA? I went about 4 weeks ago &amp; then ordered twice. Online orders are pretty backlogged. Planning on going this week ? #QuarantineLife #StayHomeSaveLives,Positive
9024,53976,London,18-03-2020,I drew another. So many people. https://t.co/eepASaoguX,Neutral
6967,51919,"Washington, DC",18-03-2020,"Bernanke and Yellen: ÂThe Fed could ask Congress for the authority to buy limited amounts of investment-grade corporate debt.Â
https://t.co/Isny3UQmv1",Negative
33190,78142,,05-04-2020,"These homemade bandana masks can help protect youÂwhether you leave the house to visit the grocery store, take a walk, or rob a bank. ? Seriously though, I made one and it works! #facemask #COVID2019 #coronavirus  https://t.co/6FZrQGXXvB",Negative
43139,88091,South Africa,12-04-2020,A healthy immune system will fight off #coronavirus just like it does with flu. Retail store workers are surviving without masks and gloves. @DrZweliMkhize tells it like it is. #lockdown #coronavirusInSouthAfrica #Covid19SA #COVID__19 https://t.co/FbtM2qALHa,Extremely Positive
11479,56431,Neighbourhood Voices Young Vic,19-03-2020,Pretty despicable of markets to rack up prices during a time like this. @lambeth_council how you dealing with profiteering? #Coronavirus,Extremely Positive
38333,83285,Denver,08-04-2020,What's a pandemic when it comes to what's been a tight housing market? @Gadgetress explains today. ... #Coronavirus isnÂt stopping Coloradans from selling their homes. And some are even still going for a premium. https://t.co/725yIWyOsL via @ColoradoSun,Negative
23144,68096,Staffordshire,24-03-2020,"Government; *lockdown*
Public; *demand 3 months free council tax/free food/someone to wipe arse/live rent free/lifetime supply of scratchcards, AND fuck you, I'm going for a walk/fishing/golf/shopping*

Methinks you're not taking this seriously people...
#coronavirus #lockdown",Extremely Positive
37380,82332,"Washington, DC",08-04-2020,"If you have to go out to shop during the #coronavirus #pandemic, best to have some safety tips: https://t.co/UDI1GnzlRZ via @WSJ",Extremely Positive
39175,84127,Gold Coast,09-04-2020,Many people in Australia are being a lot more lax still about Covid 19 Seeing friends Driving to each other s homes Meeting up to walk together It s been over three weeks and I have barely left my apartment I go for a walk not going near anyone I go to the supermarket,Positive
37759,82711,"Los Angeles, California",08-04-2020,"Scenes from LA &amp; Hollywood on lockdown: Chinese Theater &amp; Hollywood Boulevard empty, masks street vendor, lines to the grocery store, PinkÂs Hot Dogs closed for the first time since 1939. #coronavÃ­rus #codvid19Â https://t.co/yQwq1Jm3ZH",Negative
16785,61737,LA/NY/SF,21-03-2020,Strong thread on changing consumer behavior in the age of  ,Positive
43349,88301,Earth. ,13-04-2020,  We ve recently delivered thousands of hygiene kits containing soap hand sanitizer and antibacterial wipes in See how else we re protecting the elderly pregnant women and others from the,Positive
26681,71633,"Uttar Pradesh, India",25-03-2020,"In a world full of 
#coronavirus
I will be your #sanitizer 

#21daylockdown",Neutral
28372,73324,Turning$323k Inhrtd IRA to1mm+,26-03-2020,The #stockmarket wakes up to the #coronavirus #Liberal #trash #UN #who #fauci #plant #clown #media scam more each day...Now we''ve got the #federalreserve set to #boom mode and when #COVID2019 passes shortly as consumer spending comes back online (china 1 month close) $spy boom.,Negative
9842,54794,Manchester,19-03-2020,#coronavirustv #coronavirus supermarket shieeeet. rylan clark hosts the throwback game show as contestants battle it out to the death for bog roll and pasta,Extremely Negative
4424,49376,"Manhattan, NY",16-03-2020,IÂve socially distanced myself from the kitchen. Now the next hurdle is socially distancing myself from all this unnecessary online shopping IÂm doing. #coronavirus Â #quarantinelife,Neutral
28944,73896,"Earth, mostly",30-03-2020,"@TaylWester Based on how everyone behaved at the #Shoprite supermarket tonight in #hoboken, they actually deserve #coronavirus These scumbags went out of their way to walk as close as possible to me when there was no need to. I felt like I was in a video ",Positive
16338,61290,,21-03-2020,@JonesPedantic @billkinkle Me too. This is an old generic medication. I am appalled. I was told today that 90 days will cost me almost $600 if they can find it because my insurance will only cover one month.  It is usually about $40 per month.,Negative
18510,63462,Nairobi,22-03-2020,@topeleven Kindly review your token prices taking into account #Covid_19. People are trying to stock up on necessities. There is no money going around. What are you doing to stand by your loyal players now?,Extremely Positive
11226,56178,,19-03-2020,"US home supply retailer accused of illegally raising prices on masks, bleach amidst #coronavirus pandemic https://t.co/qz8crZuGHs",Negative
43351,88303,"Troy, NY",13-04-2020,All money earned from affiliate sales from this content amp the whole site will be donated to Charities COVID 19 Appeal amp Unicef for the next 3 months If you are shopping online please consider clicking through my links and raise money to fight,Positive
32984,77936,USA,05-04-2020,"Free Sirius XM til May 15.
 MANY US firms doing nice things for people right now during #Covid_19
Anyone know of others? eg discounted goods/services/help? 

Very important right now as grocery prices are shooting to the roof, smaller packages for more $. https://t.co/cWCm0O33Ze",Extremely Positive
40912,85864,,10-04-2020,White House Task Force Applauds Baltimore Mayor for pulling together health resources to lower the spread of COVID 19 in the city WATCH LIVE,Positive
38342,83294,United States,08-04-2020,"Uneven February Revenues Must Carry Sportsbooks For A Long Time #sportsbooks #COVID19 #SocialDistancing #NBA #NFLDraftNews   
 
?Once sports do return, consumer behavior will be difficult to predict from both an economic and psychological point of view.

https://t.co/ZQkdd2kHqb",Negative
22331,67283,,23-03-2020,"https://t.co/JSoOtn4dMn

Coronavirus or COVID-19 remains stable and infectious on cardboard and plastic for as long as three days i.e. 72 hrs. Your next super quick courier delivery could be well within CoronavirusÂ window of opportunity to get inside your home and do the damage.",Extremely Positive
35060,80012,,06-04-2020,The only time IÂve needed #toiletpaper during this #coronavirus is after I ate not soo good pizza at work last week.,Negative
12971,57923,Alphen aan den Rijn. Netherlands,20-03-2020,COVID 19 and victims Please come forward Authorities appeal to victims as Action Fraud receives reports of  970 000 in fraud largely due to online shopping scams protective face masks hand sanitizer that never arrived,Extremely Negative
19040,63992,"Braintree, Essex.",22-03-2020,"Local Supermarket Update - Covid-19 Pandemic Shopping Hours:

The Covid-19 Pandemic and customers shopping habits have ensured some local stores have changed their regular hours of business.

Full story and details here: https://t.co/hj7ywdW7oy

#Braintree #LoveBraintree #Essex https://t.co/Yn6nd3etVT",Neutral
29146,74098,moveonart@gmail.com PortlandOR,31-03-2020,"Fox News: Amazon offers higher pay for switching to grocery work amid increased food demand.
https://t.co/9CneDDFdwh

via @GoogleNews",Positive
15204,60156,"Florida, USA",20-03-2020,"Yes, stock up on food! Yes stock up on toilet paper, yes stock up on your essentials but... donÂt forget! DonÂt forget... to stock up on some condomsss?????#COVID19 #coronavirus #staysafe https://t.co/6dDZFyALiV",Neutral
17267,62219,"Coleraine, Northern Ireland",21-03-2020,"@JHAnimeGamer morning everyone from #Nireland hope keeping well stay safe, in my local #gameballymena yesterday speak staff, my preorder game #FF7R out 10th April, he says be available in store, 3 weeks away?, cut hours see pic below? retail #CoronaCrisis",Extremely Positive
44482,89434,New York City,13-04-2020,"When COVID-19 Mass Deferrals End, Better Â and Fair Â Collection Programs Will Be Critical for Lenders. Via @Genpact  https://t.co/daCSzEtaOE https://t.co/RX8qBD03Qp",Positive
34502,79454,"Perth, WA",06-04-2020,"""Thanks to #Coronavirus, a new dawn of supermarket #logistics is at hand. After 40 years of just-in-time delivery model, it's time to kickstart a new system that involves competitors working together to keep the country fed.""
https://t.co/fOtfs9fyDn",Extremely Positive
16395,61347,"Aspen, CO",21-03-2020,"Looking to find your preferred workout or yoga class, mass, shopping after doors have been shuttered due to #coronavirus? A lot of Aspen institutions have move online
https://t.co/5q9scIWqR7",Neutral
8748,53700,"London, UK/Alexandria, VA",18-03-2020,"U.K 
Mortgages frozen for 90 days
Jobs guaranteed
Workers paid leave
Rents guaranteed
Ban on evictions.
Free tests &amp; treatment 
Over 65Âs grocery store hours
Over 70Âs quarantined. 

US.
Workers getting fired and kids crowding beaches. 

Socialism sucks huh.. 

#coronavirus",Extremely Negative
11746,56698,"Honolulu, Hawaii, USA",19-03-2020,"Helping relieve quarantine boredom: All Savant/Aignos printed books, CDs and DVDs ordered from our Publisher's Store 25% off Suggested Retail Price through 31 May 2020 using ""COVID-19"" discount code at checkout: https://t.co/jVS6JBIpX3 #booksale #Covid_19 #coronavirus",Positive
26642,71594,Arizona,25-03-2020,A TransUnion report details how COVID-19 has impacted online shopping and fraud. - #fraudalert #shopping  https://t.co/hkWS2BGZjS,Negative
21269,66221,London,23-03-2020,#Coronavirus: uncertainty for online retailers as some slump and others surge - #ecommerce firms face uncertainty as the Covid-19 outbreak forces change in consumer shopping habits: https://t.co/tRYQdBTqjv,Negative
42714,87666,United Kingdom,12-04-2020,"ÂIf MPK [Maine Pyar Kiya] releases nowÂ""

https://t.co/44hmdnGmTn
#SalmanKhan #MainePyarKiya #coronavirus #Lockdown #kiss #sanitizer",Neutral
43261,88213,"Brooklyn, NY",13-04-2020,Late at night 2 00 and is amazing how on every supermarket farmers markets Etc women and men like them will work non stop to replenish every shelve Next to the Medical staff across the world people like them are and will be heroes to keep humanity fed Thank them,Extremely Positive
20479,65431,"Atlanta, GA",22-03-2020,"PSA: Breweries without distillation licensing cannot make hand sanitizer. Distillation is different than fermentation.

Thank you for coming to my #TedTalk. 

#coronavirus #COVID19 ?#QuaratineLife #imsickoftheseemails",Neutral
25679,70631,"Uniontown PA, 15401",25-03-2020,"State: 'Panic buying' leading to food supply chain challenges as unemployment claims rise: Pennsylvania Agriculture Secretary Russell Redding says there is no food shortage in Pennsylvania and therefore no reason to ""panic buy"" food. But Redding acknowleÂ https://t.co/9Gjx7znzF4",Extremely Negative
